Name,THINK-MEDIA DEAD - 01/06/16 - MARKET VALUE,COFINIMMO - MARKET VALUE,BIOTECH (BRU) DEAD - 02/01/11 - MARKET VALUE,KBC ANCORA - MARKET VALUE,DOLMEN COMPUTERS DEAD - T/O 885888 - MARKET VALUE,VASTNED BELGIUM - MARKET VALUE,CONNECT GROUP DEAD - DELIST.21/10/19 - MARKET VALUE,ANHEUSER-BUSCH INBEV - MARKET VALUE,MACHELEN DEAD - 24/12/14 - MARKET VALUE,BEAULIEU-AV.CERT DEAD - DELIST.27/02/24 - MARKET VALUE,DISTRI-INVEST DEAD - 13/04/10 - MARKET VALUE,IMMOBILIERE DISTRI- LAND - MARKET VALUE,HORIZON DEAD - 25/06/14 - MARKET VALUE,KORTRIJK SHOPPING DEAD - DELIST.28/11/17 - MARKET VALUE,LOUVAIN-LA-NEUVE DEAD - 27/03/15 - MARKET VALUE,MARCEL THIRY DEAD - 02/02/15 - MARKET VALUE,PARK DE HAAN DEAD - 03/04/08 - MARKET VALUE,WESTLAND SHOPPING DEAD - 24/12/14 - MARKET VALUE,AS.DES CMCNTS.DU WOLUWE SHOPPINGCENTER - MARKET VALUE,WOLUWE EXTENS DEAD - DELIST.28/03/22 - MARKET VALUE,FLOWSPARKS - MARKET VALUE,DALENYS DEAD - DELIST.26/02/18 - MARKET VALUE,FONC.INTL.(SFI) TAKENOVER-SEE 755084 - MARKET VALUE,LOTUS BAKERIES - MARKET VALUE,ITB-TRADETECH DEAD - 01/07/10 - MARKET VALUE,CAMPINE - MARKET VALUE,DEFICOM GROUP DEAD - 01/04/14 - MARKET VALUE,ROSIER DEAD - DELIST.17/05/23 - MARKET VALUE,AGFA-GEVAERT - MARKET VALUE,MITISKA DEAD - 19/06/09 - MARKET VALUE,HOME INVEST BELGIUM - MARKET VALUE,DUVEL MOORTGAT DEAD - 13/03/13 - MARKET VALUE,GREENYARD - MARKET VALUE,WAREHOUSES DE PAUW - MARKET VALUE,NEXTENSA - MARKET VALUE,PAIRI DAIZA DEAD - 24/05/16 - MARKET VALUE,KOLONEL BOURGSTRAAT DEAD - 30/09/13 - MARKET VALUE,DIEGEM KENNEDY CERT - MARKET VALUE,NORTH PLAZA DEAD - 16/10/08 - MARKET VALUE,KINEPOLIS GROUP - MARKET VALUE,RETAIL ESTATES - MARKET VALUE,OMEGA PHARMA DEAD - 06/02/12 - MARKET VALUE,ION BEAM APPLICATIONS - MARKET VALUE,WERELDHAVE BELGIUM - MARKET VALUE,MIKO - MARKET VALUE,WAREHOUSES ESTATES BELGIUM - MARKET VALUE,ORANGE BELGIUM - MARKET VALUE,QUEST FOR GROWTH - MARKET VALUE,EVS BROADCAST EQUIPMENT - MARKET VALUE,GENK LOGISTICS DEAD - DELIST.13/05/22 - MARKET VALUE,ROULARTA MEDIA GROUP - MARKET VALUE,INTERVEST OFFICES & WAREHOUSES REIT - MARKET VALUE,IEP INVEST - MARKET VALUE,CARE PROPERTY INV - MARKET VALUE,VPK PACKAGING DEAD - 07/02/13 - MARKET VALUE,FOUNTAIN - MARKET VALUE,IRIS DEAD - 26/06/13 - MARKET VALUE,DECEUNINCK ECH - MARKET VALUE,ECONOCOM GROUP - MARKET VALUE,BARCO NEW - MARKET VALUE,ACKERMANS & VAN HAAREN - MARKET VALUE,SMARTPHOTO GROUP - MARKET VALUE,WHATS COOKING - MARKET VALUE,PLEJADEN DEAD - DELIST.30/09/08 - MARKET VALUE,BASILIX - MARKET VALUE,IMMO ANTARES DEAD - DELIST.20/04/22 - MARKET VALUE,ST GOEDELPLEIN DEAD - DELIST.25/04/18 - MARKET VALUE,BEFIMMO DEAD - DELIST.04/01/23 - MARKET VALUE,SCHEERDERS VAN KERCHOVE S VERENIGDE - MARKET VALUE,FLUXYS BELGIUM 'D' - MARKET VALUE,MOURY CONSTRUCT - MARKET VALUE,AUDERGHEM CERT DEAD - 27/10/16 - MARKET VALUE,SIOEN INDUSTRIES DEAD - DELIST.31/05/21 - MARKET VALUE,DEXIA DEAD - DELIST.02/12/19 - MARKET VALUE,TERHULPSESTEENWEG CHAUSSEE DE LA HULPE - MARKET VALUE,REGENCE-RUE DEAD - 26/01/10 - MARKET VALUE,BELRECA DEAD - DELIST.14/03/23 - MARKET VALUE,ECKERT & ZIEGLER BEBIG DEAD - DELIST.26/02/19 - MARKET VALUE,COMPAGNIE FINANCIERE DE NEUFCOUR - MARKET VALUE,SOFTIMAT - MARKET VALUE,ACCENTIS - MARKET VALUE,REALDOLMEN DEAD - DELIST.13/08/18 - MARKET VALUE,BRANTANO DEAD - T/O 932850 - MARKET VALUE,FINEST DEAD - 27/03/14 - MARKET VALUE,GIMV - MARKET VALUE,HAMON & CIE INTERNATIONAL - MARKET VALUE,JENSEN-GROUP - MARKET VALUE,RESILUX DEAD - DELIST.01/06/22 - MARKET VALUE,VAN DE VELDE - MARKET VALUE,SOFINA - MARKET VALUE,SOLVAY - MARKET VALUE,TESSENDERLO GROUP - MARKET VALUE,HENEX DEAD - 17/02/14 - MARKET VALUE,UCB - MARKET VALUE,KBC GROUP - MARKET VALUE,RECTICEL - MARKET VALUE,AGEAS (EX-FORTIS) - MARKET VALUE,BANQUE NATIONALE DE BELGIQUE - MARKET VALUE,COMPAGNIE D ENTREPRISES CFE - MARKET VALUE,UMICORE - MARKET VALUE,DELHAIZE GROUP DEAD - 25/07/16 - MARKET VALUE,CMB DEAD - 22/12/15 - MARKET VALUE,GBL NEW - MARKET VALUE,ATENOR - MARKET VALUE,BERNHEIM-COMOFI TAKE OVER BY B C HOLDING - MARKET VALUE,COMPAGNIE DU BOIS SAUVAGE - MARKET VALUE,CIE.NALE.A PTF. DEAD - 26/05/11 - MARKET VALUE,SIPEF - MARKET VALUE,TUBIZE FINANCIERE - MARKET VALUE,TEXAF - MARKET VALUE,UNIBRA DEAD - 07/03/11 - MARKET VALUE,COMPAGNIE IMMOBILIERE DE BELGIQUE - MARKET VALUE,AUXIMINES DEAD - 01/12/10 - MARKET VALUE,ZENITEL (BRU) DEAD - DELIST.18/06/21 - MARKET VALUE,BELUGA DEAD - DELIST.29/12/23 - MARKET VALUE,BEKAERT (D) - MARKET VALUE,PICANOL DEAD - DELIST.06/03/23 - MARKET VALUE,SC.ANYME.BELGE DE CNUT. AERONAUTIQUES - MARKET VALUE,FLORIDIENNE - MARKET VALUE,PCB DEAD - DELIST.29/04/19 - MARKET VALUE,SAPEC DEAD - DELIST.02/07/18 - MARKET VALUE,CIMESCAULT DEAD - 24/07/14 - MARKET VALUE,NORD SUMATRA DEAD - 10/01/08 - MARKET VALUE,SEDE.SVS.DPRTS.DE DIR.ET D ELABORATION - MARKET VALUE,BROUWERIJ - HANDELSMAATSCHAPPIJ - MARKET VALUE,D IETEREN GROUP - MARKET VALUE,CATALA PAPETERIES DEAD - 27/01/16 - MARKET VALUE,SOLVAC - MARKET VALUE,COLRUYT GROUP - MARKET VALUE,DISTRIGAZ 'D' DEAD - 05/05/09 - MARKET VALUE,MELEXIS - MARKET VALUE,CUMULEX SUSP - SUSP.06/12/23 - MARKET VALUE,INNOGENETICS DEAD - 12/12/08 - MARKET VALUE,EXMAR - MARKET VALUE,ICOS VISION SYSTEMS DEAD - 18/06/08 - MARKET VALUE,CRESCENT - MARKET VALUE,KEYWARE TECHS. - MARKET VALUE,CENERGY HOLDINGS - MARKET VALUE,PROXIMUS - MARKET VALUE,EPIQ DEAD - 03/11/11 - MARKET VALUE,#ERROR,ZENOBE GRAMME CERT - MARKET VALUE,EURONAV - MARKET VALUE,CUMERIO DEAD - T/O BY 681983 - MARKET VALUE,DEVGEN DEAD - 27/02/13 - MARKET VALUE,ELIA GROUP - MARKET VALUE,PROXIMEDIA DEAD - 31/07/13 - MARKET VALUE,TELENET GROUP HOLDING DEAD - DELIST.16/10/23 - MARKET VALUE,REIBEL - MARKET VALUE,ZETES INDUSTRIES DEAD - DELIST.13/07/17 - MARKET VALUE,NEWTREE - MARKET VALUE,SMALL CAPS FIN.INVEST DEAD - 11/08/13 - MARKET VALUE,NEWTON 21 EUROPE DEAD - 01/10/14 - MARKET VALUE,SODIPLAN DEAD - DELIST.28/01/11 - MARKET VALUE,OPTION TRADING DEAD - DELIST.16/10/17 - MARKET VALUE,PHARCO DEAD - DELIST.30/04/19 - MARKET VALUE,WHITESTONE GROUP - MARKET VALUE,REALCO - MARKET VALUE,MDXHEALTH DEAD - DELIST.18/12/23 - MARKET VALUE,EMAKINA GROUP DEAD - DELIST.30/11/21 - MARKET VALUE,OXURION NV - MARKET VALUE,EUROPUBLIDIS DEAD - DELIST.20/02/20 - MARKET VALUE,ARCHIMEDE DEAD - DELIST.06/05/09 - MARKET VALUE,MONTEA - MARKET VALUE,TEAM KALORIK DEAD - DELIST.28/12/18 - MARKET VALUE,AEDIFICA - MARKET VALUE,PORTHUS DEAD - 13/04/10 - MARKET VALUE,PUNCH TELEMATIX DEAD - 20/09/10 - MARKET VALUE,METRIS DEAD - 19/10/09 - MARKET VALUE,ASCENCIO - MARKET VALUE,AIR ENERGY DEAD - 15/08/08 - MARKET VALUE,TIGENIX DEAD - DELIST.27/07/18 - MARKET VALUE,OZ GROUP - MARKET VALUE,GROWNERS DEAD - DELIST.01/07/21 - MARKET VALUE,OXBRIDGE DEAD - 15/02/10 - MARKET VALUE,MCLS (D) DEAD - 28/01/14 - MARKET VALUE,ALFACAM GROUP DEAD - 06/05/13 - MARKET VALUE,IMMOPOOL DEAD - DELIST.07/03/24 - MARKET VALUE,ECODIS DEAD - 11/03/14 - MARKET VALUE,TRANSICS INTL. DEAD - 19/05/14 - MARKET VALUE,BANIMMO A - MARKET VALUE,FAGRON - MARKET VALUE,ARPADIS GROUP (D) DEAD - 27/08/13 - MARKET VALUE,NYRSTAR - MARKET VALUE,ABLYNX DEAD - DELIST.13/06/18 - MARKET VALUE,VGP - MARKET VALUE,VISION IT GROUP (D) DEAD - 24/08/15 - MARKET VALUE,FIXINOX (D) DEAD - 28/03/13 - MARKET VALUE,RV ASSURANCE (D) DEAD - 15/12/11 - MARKET VALUE,FLEXOS (D) DEAD - DELIST.02/04/21 - MARKET VALUE,TETRYS (D) DEAD - 31/03/15 - MARKET VALUE,2VALORISE DEAD - DELIST.01/02/19 - MARKET VALUE,FNG GROUP (D) DEAD - 19/09/16 - MARKET VALUE,HANZEVAST CS 1 (D) DEAD - 19/09/14 - MARKET VALUE,IMMO MOURY SICAF IMMOB. PUBQ.DE DROIT - MARKET VALUE,5EME SAISON (D) DEAD - 11/09/09 - MARKET VALUE,BSB (D) DEAD - 05/06/14 - MARKET VALUE,ABO-GROUP ENVIRONMENT - MARKET VALUE,ANTIGOON INVEST DEAD - 15/10/15 - MARKET VALUE,AURIGA INTERNATIONAL DEAD - 24/11/14 - MARKET VALUE,MOVETIS DEAD - DELIST.03/11/10 - MARKET VALUE,CANDELA INVEST - MARKET VALUE,POLYGONE INTERNATIONAL DEAD - 26/10/12 - MARKET VALUE,ASIT AIW - MARKET VALUE,FRIGISTAR INDUSTRIES DEAD - 19/03/12 - MARKET VALUE,#ERROR,#ERROR,#ERROR,IMMO MECHELEN CITY CENTER - MARKET VALUE,XIOR STUDENT HOUSING - MARKET VALUE,ONTEX GROUP - MARKET VALUE,BPOST - MARKET VALUE,CELYAD ONCOLOGY - MARKET VALUE,BELYSSE GROUP - MARKET VALUE,#ERROR,BIOSENIC SUSP - SUSP.27/05/24 - MARKET VALUE,VIOHALCO - MARKET VALUE,QRF - MARKET VALUE,BIOCARTIS GROUP SUSP - SUSP.06/12/23 - MARKET VALUE,TINC - MARKET VALUE,#ERROR,MITHRA SUSP - SUSP.29/04/24 - MARKET VALUE,KKO INTERNATIONL - MARKET VALUE
01/01/2003,1.55,712.11,17.08,1543.67,51.8,167.77,15.77,9654.77,2.82,84.48,11.22,17.3,5.47,34.8,19.96,24.93,14.31,24.4,91.15,46.25,,,6450,40.15,4.64,7.95,54.92,16.6,2975,14.25,44.58,90.8,25.67,192.84,144.21,8.2,22.32,26.01,34.37,55.52,75,749.77,124.81,281.8,31.55,52.98,1418.53,27.35,57.28,30.89,236.5,280.99,53.37,71.5,190.16,14.74,20.41,412.9,122.23,619.98,589.55,77.42,36.9,14.05,33.53,35.55,13.5,635.65,7.2,100.62,22.09,22.65,163.64,13979.34,32.2,20.47,17.36,44.68,1.44,40.85,10.56,37.45,61.22,76.31,436.4,29.74,26.78,130.97,209.07,1328.56,5545.41,756.38,179.51,4377.99,9513.07,255.76,21731.91,1128.4,113.2,929.54,1637.2,389.88,5395.08,75.28,7950,182.61,2063.5,67.97,1012.47,0.76,56.14,157.15,162.93,30.63,9.71,956.07,114.7,48,46.93,3.25,61.15,20.3,53.28,126.75,32.55,713.37,12.16,466.24,1948.94,84.82,268.58,1.01,253.78,,,,,,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$$ER: 0904,NO DATA AVAILABLE","$$ER: 0904,NO DATA AVAILABLE","$$ER: 0904,NO DATA AVAILABLE",,,,,,,"$$ER: 0904,NO DATA AVAILABLE",,,,,,"$$ER: 0904,NO DATA AVAILABLE",,
01/02/2003,0.46,734.93,18.45,1401.05,49.37,156.93,10.95,7748,2.81,87.47,12.34,17.24,5.89,36.17,17.55,25.14,14.4,25.74,92.18,44.29,,,6450,41.27,4.64,4.88,45.79,17.14,3054.8,11.92,43.44,90.54,22.39,200.78,145.2,7.42,20.01,25.7,35.74,49.9,72.94,491.46,115.51,281.53,29.81,53.97,1434.79,23.28,57.85,31.52,226.83,280.99,49.15,75.5,201.11,12.94,19.09,372.81,127.89,626.81,502.45,67.82,37.26,9.5,33.65,29.07,13.05,661.11,7.2,92.43,23.88,23.49,160.43,12667.67,33.9,22.25,17.36,39.33,1.38,40.85,10.36,40.79,57.39,77.1,397.47,29.74,23.56,117.87,210.28,1150.4,5068.52,708.78,169.18,4020.45,8679.3,246.84,19365.93,1314,106.91,864,1478.28,376.2,5194.55,79.74,7950,172.09,1868.74,78.02,1000.87,1.67,55.74,158.35,127.65,29.11,8.95,931.7,133.13,48,41.66,3.92,62.57,20.3,53.63,130,34.44,637.61,11.53,467.74,1961.93,82.48,244.87,1.01,245.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2003,2.19,755.57,17.26,1342.32,48.49,160.96,9.75,6863.14,2.81,85.54,12.1,16.12,5.81,36.86,17.69,25.25,13.14,26.51,94.76,47.38,,,6450,38.99,4.64,5.02,32.22,17.85,2744,9.9,43.44,84.71,24.45,203.19,149.73,7.98,19.53,25.5,36.63,101.19,72.26,417.43,85.65,281.53,30.44,53.97,1461.67,23.28,55.7,30.3,215.42,284.27,44.16,74.5,188.4,12.93,17.52,347.17,134.82,577.53,456.9,64.23,38.81,9.25,33.25,27.65,12.95,662.58,7.2,86.58,21.93,24.3,126.21,9961.61,31.53,20.92,17.36,31.08,1.29,38.07,6.59,36.23,49.14,77.42,373.13,30.01,23.14,111.32,192.75,1051.38,4534.61,677.31,149.23,3007.67,8452.89,230.1,17086.06,1348,104.64,864.45,1307.36,361.38,4577.73,80.15,7950,163.24,1900,78.94,732.45,2.95,55.82,155.3,108.85,26.66,8.89,704.59,136.16,35.64,37.88,3.92,58.3,20.3,52.28,138.5,34.44,586.18,11.53,451.95,2025.04,83.65,245.78,0.33,209.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2003,0.69,754.14,15.72,1325.54,49.05,168.72,9.25,8038.14,2.83,84.48,12.32,16.99,5.5,41.47,18,27.28,13.05,26.51,94.24,50.47,,,6450,39.35,4.64,6.08,36.03,19.09,2557.8,9.84,44.01,85.57,25.77,206.3,150.58,8.2,20.92,28.05,37.85,83.86,75.11,437.19,63.87,279.93,30.44,55.07,1652.25,21.44,52.98,30.42,203.04,275.72,41.28,76,189.28,15.9,16.29,371.74,138.6,556.06,432.11,62.88,36.64,9.29,33.65,27.49,13,647.4,7.2,90.67,23.2,24.94,110.16,10186.13,28.59,22.43,15.15,33.52,1.29,33.09,6.26,25.88,71.27,77.14,373.13,26.39,20.66,122.55,194.96,1108.73,4750.34,716.99,156.08,3035.4,8356.9,224.92,15415.02,1316,114.65,889.31,1552.2,402.8,4604,78.48,7950,173.61,1804,72.22,784.77,2.97,55.42,133.7,114.35,27.75,8.65,737.61,126.76,31.68,41.17,10.86,67.73,20.3,51.73,157.5,35.08,591.16,11.53,470,2080.73,81.9,262.2,0.36,187.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2003,0.93,776.95,16.71,1512.91,53.33,173.81,12.59,8640,2.83,82.72,13.2,16.26,6.04,41.24,18,27.82,13.05,26.51,96.82,54.07,,,6450,40.15,4.39,7.65,58.21,19.13,2492,11.92,45.73,106.72,26.84,208.71,152.84,8.97,21.38,29.07,34.5,88.37,75.8,647.02,80.76,270.33,34.14,53.46,1820.59,24.64,58.71,29.95,220.54,289.77,48.96,79.8,218.2,15.84,20.29,425.61,171.04,642.94,535.95,66.94,38.26,10.37,33.25,27.49,12.4,666.01,9.04,85.99,26.47,24.94,152.3,12135.91,28.65,24.03,15.15,37.76,1.33,36.77,6.59,25.88,71.13,77.42,412.76,20.55,28.93,136.58,198.44,1166.84,5355.24,735.88,167.01,3619.14,9576.21,233.25,19482.51,1417.6,119.31,920.27,1748.99,425.6,5096.35,81.62,7950,181.36,1772,77.88,932.63,2.97,55.42,137.82,147.23,27.48,8.28,911.98,133.94,28.8,41.58,10.86,72.52,20.3,52.94,175.5,36.81,629.31,17.22,503.46,2173.53,85.41,300.96,0.88,239.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2003,0.99,727.06,18.14,1621.97,60.69,172.57,12.7,8093.32,3.06,92.22,12.76,16.84,5.73,40.11,18.9,27.82,12.79,24.59,97.85,54.59,,,6450,38.42,4.39,8.25,57.71,20.39,2611,14.01,47.01,106.03,28.54,206.99,153.97,10.25,22.32,28.46,38,82.48,104.19,644.24,78.8,272.2,32.54,54.78,2129.22,25.07,57.71,31.12,232.64,276.89,54.72,77.5,208.12,18.99,19.25,431.22,164.74,639.84,502.79,70.99,39.26,9.52,34.07,27.25,13.2,666.01,8.48,91.26,26.67,25.81,154.02,13459.39,32.2,24.92,15.78,24.69,1.29,42.48,4.97,33.49,71.01,80.58,451.93,20.42,33.06,146.78,195.49,1254.83,5575.2,737.5,165.28,4048.18,10412.13,224.92,18549.84,1558,122.22,902.64,2448.41,446.88,5310.71,81.97,7950,176.93,1873,78.09,1028.85,3.84,55.34,159.62,159.49,33.03,8.13,871.88,132.31,29.28,40.35,5.04,73.94,20.3,54.15,189.75,39.5,645.35,17.22,496.32,2158.7,88.92,346.56,0.88,228.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2003,0.99,861.39,22.21,1599.6,61.17,175.21,13.14,8365.25,2.97,93.28,12.76,17.43,5.46,40,18.99,29.94,13.05,26.13,103,48.92,,,6450,39.35,4.39,7.57,57.71,20.53,2569,17.35,49.73,108.96,29.29,206.3,160.2,10.53,21.58,28.15,37.24,77.62,104.7,717.15,88.1,278.33,32.29,56.81,2228.98,28.7,57.68,28.68,260.2,271.16,53.95,83.05,208.56,17.84,20.01,426.26,179.55,649.77,552.7,64.23,43.86,9.65,34.09,27.49,13.25,693.43,8.48,93.6,24.95,24.65,160.43,12679.48,30.96,24.03,16.73,27.42,1.13,41.29,6.21,40.49,69.87,85.32,475.34,20.55,35.54,144.72,210.13,1266.31,5016.84,705.94,183.93,3379.8,10034.33,224.92,18783.01,1460,121.93,1000.28,2478.89,264.23,5359.12,80.36,7950,174.31,1891,76.46,932.63,3.99,54.7,156.54,167.1,33.73,7.93,898.02,132.25,36.96,41.17,11.19,71.1,20.3,58.47,178.75,41.44,684.06,16.58,512.49,2232.95,102.96,346.56,0.88,296.92,224.17,65.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2003,0.86,865.49,23.06,1689.09,65.86,177.75,14.51,8460.21,3.56,86.2,11.92,17.98,5.93,38.98,19.35,29.1,13.14,25.97,101.45,52.53,,,6450,39.39,4.39,9,56.2,20.14,2633.4,17.35,48.64,109.02,26.67,219.41,162.75,10.53,22.32,28.76,39.52,81.44,107.07,763.91,84.43,298.06,33.51,62.29,2465.28,30.59,63.28,28.88,258.27,291.53,51.65,88.99,211.19,19.36,20.73,452.55,173.25,656.59,562.41,64.64,43.73,9.58,34.25,27.65,13.1,699.8,8.48,95.94,23.9,22.91,175.41,13719.36,31.64,22.61,16.73,22.59,1.13,34.87,6.17,40.49,68.45,82.16,530.73,20.6,33.06,142.2,225.01,1365.77,4906.86,735.07,196.08,3188.63,10714.36,235.75,20713.12,1445.2,129.38,1107.4,3246.68,268.57,5338.38,84.34,7950,174.31,2040,76.89,909.88,4.05,54.7,160.03,186,33.73,7.27,923.72,143.8,36.94,34.99,9.23,71.1,20.3,58.13,200,44.95,727.19,14.21,496.32,2301.63,104.71,344.28,0.38,331.94,231.01,77.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2003,1.75,942.33,23.92,1747.81,70.3,172.42,14.68,9863.05,3.04,88.04,12.76,18.1,5.52,38.98,19.35,28.89,12.78,26.09,103,52.53,,,6450,39.79,4.39,8.1,23.59,20.78,2868.6,18.96,50.3,117.99,26.63,220.79,162.46,10.36,22.13,28.68,38,85.11,107.86,807.04,121.87,292.19,35.27,60.87,2696.59,31.89,69.3,28.91,270.84,286.73,53.95,83.08,210.31,17.95,21.81,471.58,168.52,708.72,569.45,75.05,43.91,9.59,36.18,27.03,13.21,673.84,8.48,102.96,25.47,22.76,187.17,13766.63,31.64,23.14,16.73,24.14,1.13,35.1,6.17,34.71,81.28,84.62,550.43,21.63,40.42,145,235.28,1369.6,5080.29,760.69,199.55,3585.57,10744.59,233.25,20557.68,1572,122.22,1134.52,3240.21,299.88,5756.04,87.13,7950,183.99,2116,83.54,944,4.82,56.94,163.74,189.92,31.07,7.52,969.59,155.7,36.96,36.23,11.47,66.69,20.3,57.12,197.5,42.34,811.8,14.21,504.22,2457.54,128.47,387.6,0.55,321.03,240.34,91.42,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2003,2.1,938.78,23.06,1691.88,68.28,170.89,14.07,9172.43,3.07,87.61,12.32,18.29,5.64,39.55,20.61,27.28,12.87,25.4,99.6,51.5,,,6450,42.72,4.39,9,21.58,22.95,2870,18.3,50.64,120.23,26.63,250.35,159.07,10.74,21.67,27.03,37.85,90.03,108.66,711.87,102.78,290.59,37.38,59.65,2690.98,30.87,78.4,28.66,292.61,279.82,52.8,86.5,210.4,19.07,24.36,459.63,146.47,713.69,535.95,81.47,46.46,9.59,36.18,27.18,12.9,682.17,8.48,122.26,27.42,22.76,181.82,15385.54,31.07,24.03,17.36,24.67,1.09,31.7,9.11,33.49,84.13,81.21,521.46,20.55,43.8,130.97,244.48,1413.6,5207.19,712.41,213.86,3737.34,10200.56,217.98,18990.27,1612,110.29,1133.39,3293.8,301.35,5780.94,92.7,7950,178.46,2124,80.71,983.81,5.74,56.94,140.7,186.49,28.24,8.2,892.93,142.08,33.6,37.88,24.34,65.57,20.3,60.72,215,46.69,773.09,9.6,512.86,2833.93,128.7,379.39,0.55,327.37,235.2,89.32,56.3,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
